"created_at","name","tokens","end_at"
2020-04-29 18:57:57,"KamalaHarris",".@AllysonFelix, see you soon on Instagram Live! https://t.co/z2B4rOfWhh",2020-04-29 18:57:58
2020-04-29 17:45:47,"KamalaHarris","The number of coronavirus cases linked to the Wisconsin primary continues to grow. Passing my VoteSafe Act is imperative to keep voters healthy. It includes:
<U+2705>Expanding vote-by-mail
<U+2705>Publishing wait times at polls
<U+2705>Expanding early voting
<U+2705>Curbside voting",2020-04-29 17:45:48
2020-04-29 16:00:44,"KamalaHarris","In just a few short hours at 3pm ET @AllysonFelix and I will be going live on Instagram for ‘A Conversation with Kamala.’ Hope you’ll tune in as we discuss the important issues facing women and communities of color today.",2020-04-29 16:00:45
2020-04-29 14:40:02,"KamalaHarris","Rana Zoe tried to get a coronavirus test multiple times but her pain was dismissed. 

This tragedy is all too common for Black folks across our nation. Confronting racial health disparities and increasing test production must be prioritized during this crisis. https://t.co/LM3miDVotW",2020-04-29 14:40:03
2020-04-29 01:23:00,"KamalaHarris","It’s appalling that minority-owned small businesses—especially Black-owned businesses—continue to be shut out from the Paycheck Protection Program. Mom-and-pop businesses are the backbone of our economy and deserve equal opportunity to funding. 
https://t.co/vbWwA2Tk79",2020-04-29 01:23:01
2020-04-28 22:01:01,"KamalaHarris","Right now 2M immigrants in California, including essential workers, are facing economic uncertainty because of coronavirus and cannot access federal relief. I’m joining @GavinNewsom in trying to raise $50M for the California Immigrant Resilience Fund.
https://t.co/tNvCkxCuxY",2020-04-28 22:01:02
2020-04-28 19:00:30,"KamalaHarris","Tomorrow on Instagram Live at 3pm ET join me for ‘A Conversation with Kamala’ with six-time gold medalist @allysonfelix to talk about the postponement of the Olympics and discuss her firsthand experiences with our nation’s Black maternal health crisis.",2020-04-28 19:00:31
2020-04-28 17:02:00,"KamalaHarris","The president has the ability during times of crisis to help our most vulnerable communities and those who are suffering. We’re certainly not getting that from this White House. 

Americans deserve new leadership. https://t.co/aXQIqlz6B2",2020-04-28 17:02:01
2020-04-28 14:25:21,"KamalaHarris","More than 50,000 Americans have died from coronavirus and that number is growing every day. 

Trump had the opportunity to prepare and save lives—but he failed to act swiftly.
https://t.co/lHhuEhimRZ",2020-04-28 14:25:22
2020-04-28 01:47:32,"KamalaHarris","Trump lies to Americans, rejects facts, and is more concerned about himself than the people he represents.
Who is in the White House matters—and why it's so important we work together to elect @JoeBiden in November. https://t.co/aConglR0me",2020-04-28 01:47:33
2020-04-27 21:32:34,"KamalaHarris","Happy birthday to my dear friend and colleague, @CoryBooker. Wishing we could celebrate in person as you turn a year older but we’ll just have to make the celebration next year even bigger. https://t.co/lmibDUpPPG",2020-04-27 21:32:35
2020-04-27 19:41:00,"KamalaHarris","My @TeamJoe virtual town hall addressing the impacts and disparities of coronavirus in Black communities is about to begin. Tune in.
https://t.co/1BJLc9xSOm",2020-04-27 19:41:01
2020-04-27 15:49:08,"KamalaHarris","Go to https://t.co/lkNiXDXDXT to learn more about my friend @AndrewYang’s new campaign to combat racism. We are all in this together. #AllAmericans
https://t.co/jYL146rprG",2020-04-27 15:49:09
2020-04-27 13:42:17,"KamalaHarris","We've seen it again and again: communities already hurt by systemic inequalities are being hit hardest during this pandemic. Join me and Black community leaders at 3:30pm ET today as we discuss these disparities and how @JoeBiden has a plan to address it.
https://t.co/m5nCI2NiMg",2020-04-27 13:42:18
2020-04-27 01:58:00,"KamalaHarris","I’m focused not only on the present coronavirus situation but also on the future. When there is a vaccine we need to be prepared to ensure equal access for all—not just the wealthy or well-connected. https://t.co/asNMdb27h4",2020-04-27 01:58:01
2020-04-26 23:59:26,"KamalaHarris","“The pandemic is reminding us that our belonging is conditional. One moment we are Americans, the next we are all foreigners, who ‘brought’ the virus here.” 

Thank you, @JohnTheCho, for this heartfelt piece. We must all call out attacks and hate against our Asian communities. https://t.co/pcrO3LQQzM",2020-04-26 23:59:27
2020-04-26 21:35:10,"KamalaHarris","I applaud towns and school districts who are stepping up to ensure that students and adults in their communities have access to the internet. With three million students lacking basic internet access, investing in affordable broadband services is more important than ever before. https://t.co/Fg1oWfzJXh",2020-04-26 21:35:11
2020-04-26 19:18:01,"KamalaHarris","Trump rejected coronavirus information from the American intelligence community.
He minimized the seriousness of this crisis.
He muzzled public health experts.

At a time when Americans are depending on competent leadership, he has failed again and again.",2020-04-26 19:18:02
2020-04-26 16:36:01,"KamalaHarris","Tomorrow at 3:30pm ET, I'm hosting a virtual town hall with Black leaders to discuss the disproportionate impact coronavirus is having on communities of color. Sign up now to join us. 
https://t.co/thN3VD6uKB",2020-04-26 16:36:02
2020-04-26 13:52:00,"KamalaHarris","This is ridiculous. USPS workers and the countless people who rely on the USPS for their small business, prescription drugs, as well as casting their ballot deserve better. 

Congress must immediately step in to ensure the USPS can continue delivering the mail. https://t.co/DyKb3CAXw9",2020-04-26 13:52:01
2020-04-26 01:22:00,"KamalaHarris","Stephen Miller is the architect of Trump’s Muslim ban and separating children from their families. I called on him to resign last year and stand by that today. https://t.co/6896XG4wMW",2020-04-26 01:22:01
2020-04-26 00:13:00,"KamalaHarris","All too often, Native Americans are disenfranchised at the ballot box—this is a victory for Native American voting rights.

In every state across our nation, a Tribal ID and recognition of Tribal street addresses should be sufficient to vote.
https://t.co/9RvWv6MWoL",2020-04-26 00:13:01
2020-04-25 23:02:00,"KamalaHarris","More than 26 million Americans have become unemployed in the last five weeks. I introduced a bill to eliminate the strict work requirements for food and nutrition assistance. https://t.co/BxPxnvWEii",2020-04-25 23:02:01
2020-04-25 21:04:42,"KamalaHarris","FEMA’s disaster responses have long been plagued by racial and socioeconomic disparities, which could have devastating consequences for our most vulnerable communities during this pandemic. 

I led a letter to FEMA yesterday demanding they transparently address these disparities.",2020-04-25 21:04:43
2020-04-25 18:25:01,"KamalaHarris","Thanks @marceelias for explaining why Trump can't change the election. We must start preparing for the November elections now. 

My VoteSafe Act would take the necessary steps to expand early voting and curbside voting to make sure voting is safe.
https://t.co/8Lg9cpjLcC",2020-04-25 18:25:02
2020-04-25 15:42:28,"KamalaHarris","Today I’m joining my friend @JoeBiden and people across our nation who are coming together to take part in #SOULSaturday. Let’s use this moment to show our appreciation for those on the front lines and connect with our friends and neighbors. We're all in this together. https://t.co/pbZbw258T7",2020-04-25 15:42:29
2020-04-25 13:43:54,"KamalaHarris","About to join @amjoyshow at 10 a.m. ET this morning on @MSNBC to discuss coronavirus and what more Congress can do to help hurting Americans. Be sure to tune in.",2020-04-25 13:43:55
2020-04-25 01:27:00,"KamalaHarris","Wisconsin voters put their lives on the line to cast their ballot and now we're seeing coronavirus cases there being directly linked to voting. I joined @TamronHallShow yesterday to discuss how my VoteSafe Act will protect people at the polls come November. https://t.co/whxOvtZhdM",2020-04-25 01:27:01
2020-04-24 22:46:01,"KamalaHarris","In 2019, 39% of college students didn’t have access to healthy food in the past 30 days—and this has only been exacerbated by campus closures from coronavirus. I joined my colleagues calling for critical nutritional assistance to be expanded so no college student goes hungry.",2020-04-24 22:46:02
2020-04-24 21:11:03,"KamalaHarris","Wanted to make sure you saw this: McConnell is continuing his push to stack our courts with ideologue judges during the middle of a pandemic. It’s clear where his priorities lie.
https://t.co/JN7wnpqZzJ",2020-04-24 21:11:04
2020-04-24 20:09:04,"KamalaHarris","In times like these, it’s important we come together to lift people up and help our neighbors. Add your name now to commit to taking action in your community this #SOULSaturday.
https://t.co/C3SepyPUKW",2020-04-24 20:09:05
2020-04-24 18:37:01,"KamalaHarris",".@KeishaBottoms, I’m outraged you and your daughter were exposed to this sickening and racist text. Know that Atlanta residents are better off because of your strong leadership.
https://t.co/laSnuJR5Sf",2020-04-24 18:37:02
2020-04-24 16:38:38,"KamalaHarris","It goes without saying: please don't inject disinfectant or drink bleach.",2020-04-24 16:38:39
2020-04-24 14:06:10,"KamalaHarris","Right now we need a president that speaks truth, embraces science, and lifts people up—Trump is incapable of any of that. https://t.co/8Py8AnMcCT",2020-04-24 14:06:11
2020-04-24 02:49:22,"KamalaHarris","Awful news. @RepMaxineWaters, we are keeping your sister and your entire family in our prayers during this difficult time.
https://t.co/ljEa1mmXLR",2020-04-24 02:49:23
2020-04-24 02:00:41,"KamalaHarris","The Affordable Care Act brought health care to millions of people who didn't have it. Bill Barr is trying to get rid of it in the midst of a public health crisis. https://t.co/j7m5aYN3bh",2020-04-24 02:00:42
2020-04-23 22:16:19,"KamalaHarris",".@benschilibowl is a DC icon I used to eat at during my @HowardU days.
It's outrageous small businesses like Ben's Chili Bowl aren't getting the kind of relief the president's friends are getting. Congress must prioritize helping minority-owned businesses.
https://t.co/i9fHq92VMS",2020-04-23 22:16:20
2020-04-23 20:33:16,"KamalaHarris",".@ChristyforCA25 is on the ballot on May 12. Donate now to help us ensure Californians in #CA25 have a fighter who represents them: https://t.co/3UrNwjW9F0 https://t.co/5mwvJuFMbl",2020-04-23 20:33:17
2020-04-23 17:59:07,"KamalaHarris","All of society benefits from domestic workers and caregivers and the work they do every day. As I said to @CareInActionUSA, they shouldn’t be excluded from the protections and benefits other workers receive, such as paid sick leave, child care relief, and hazard pay. https://t.co/FO0JuVQM3n",2020-04-23 17:59:08
2020-04-23 16:47:03,"KamalaHarris","No one in America should ever go hungry, especially during a public health crisis. I'm leading a bill with @SenGillibrand and @BernieSanders to immediately expand access to nutrition assistance.
https://t.co/CVmUbNSQe7",2020-04-23 16:47:04
2020-04-23 15:35:47,"KamalaHarris","Heartbreaking. @ewarren, you spoke so highly about Don on the campaign trail. Sending our condolences, prayers, and thoughts to you and the entire @TeamWarren family. https://t.co/VAnD4xigp1",2020-04-23 15:35:48
2020-04-23 15:20:02,"KamalaHarris","Tune in today to the @TamronHallShow for a discussion on how coronavirus is exacerbating racial disparities. Check your local listing for times. You won’t want to miss this.",2020-04-23 15:20:03
2020-04-23 02:51:00,"KamalaHarris","States are taking steps to avoid the loss of housing during this public health crisis. Check @evictionlab today to see what’s happening in your state and around the country.  
https://t.co/IkfassE0Ng",2020-04-23 02:51:01
2020-04-23 02:08:00,"KamalaHarris","This is downright cruel. Betsy DeVos proves once again she’s unfit to serve all our nation’s students. 
https://t.co/yACDdxwhXm",2020-04-23 02:08:01
2020-04-23 01:04:00,"KamalaHarris","In the midst of this deadly pandemic, Trump has rolled back regulations to reduce harmful car emissions, advocated for a bailout for the fossil fuel industry, and let polluters disregard regulations.

His dangerous environmental policies will cost lives.
https://t.co/UKgRdhZuYj",2020-04-23 01:04:01
2020-04-23 00:20:54,"KamalaHarris","Had such a good time talking tuna with my good friend @MarkWarnerVA. If you need some quarantine recipe ideas, watch the full video here: https://t.co/LrXljAaUY8 https://t.co/ViHjA8BMRv",2020-04-23 00:20:55
2020-04-22 21:32:11,"KamalaHarris","We'll be doing this from Doug's Instagram account (@douglasemhoff)—see you soon! https://t.co/QXWKnctDLS",2020-04-22 21:32:12
2020-04-22 20:47:41,"KamalaHarris","Okay, @markwarnerVA, I’ve got time tonight to right this wrong. Let’s handle this at 5:30pm ET. See you on Instagram Live. https://t.co/5ZEviUp9KL",2020-04-22 20:47:42
2020-04-22 17:38:20,"KamalaHarris","<U+274C>Russian interference
<U+274C>Shelby County v. Holder
<U+274C>Wisconsin Primary

It’s undeniable: there are many forces at work to stop people from voting and to make voting inaccessible. We must act now to ensure our November elections are protected. The first step—pass my VoteSafe Act. https://t.co/tGH77TRCE5",2020-04-22 17:38:21
2020-04-22 15:29:38,"KamalaHarris","Mark—we need to talk. Call. Please. Your friend KDH.
https://t.co/IPGsT6cnjE",2020-04-22 15:29:39
2020-04-22 15:06:24,"KamalaHarris","There is no Planet B. 

On the 50th anniversary of #EarthDay, it’s never been more important to tackle the climate crisis and stand up to this administration intent on destroying our environment and giving polluters a free pass. Not just for ourselves, but for future generations.",2020-04-22 15:06:25
2020-04-22 01:37:01,"KamalaHarris","Absolutely shameful. States must urgently address the accessibility of their unemployment websites to ensure people with disabilities are able to access the resources they are entitled to during this crisis.
https://t.co/0RmvBHOvbC",2020-04-22 01:37:02
2020-04-21 22:31:39,"KamalaHarris","I’ll be taking part in @JoeBiden’s #SOULSaturday and I hope you’ll join me in thanking our nation’s heroic essential workers and working to ensure they have the resources needed to safely do their jobs.
https://t.co/whWMKZ2Hg5",2020-04-21 22:31:40
2020-04-21 17:41:20,"KamalaHarris","I fought price gouging during wildfires as California’s Attorney General and I’m continuing that fight today with @ewarren to make it illegal nationwide. Protecting consumers from being taken advantage of during times of crisis must be a priority.",2020-04-21 17:41:21
2020-04-21 15:11:10,"KamalaHarris","Trump is trying to distract and deflect from his failure to address the ongoing pandemic.

To our immigrant community: know that we see you and we won’t stop fighting against Trump’s anti-immigrant agenda. https://t.co/GBNHDqTgqx",2020-04-21 15:11:11
2020-04-21 03:20:01,"KamalaHarris","Donald Trump just endorsed @ChristyforCA25’s opponent, who wants to repeal the Affordable Care Act and fully supports his failing leadership. Donate now to make sure she wins May 12's special election and we keep #CA25 blue<U+2192>
https://t.co/yvUgDx3L1j",2020-04-21 03:20:02
2020-04-21 02:27:15,"KamalaHarris","Election Day is less than 200 days away. States need funding and resources now to ensure everyone can safely cast their ballot. 

My VoteSafe Act would make that investment into early voting, vote-by-mail, and safety so states are prepared to tackle the challenges that lie ahead.",2020-04-21 02:27:16
2020-04-21 00:11:00,"KamalaHarris","Even before this pandemic began, the Indian Health Service was severely underfunded. I won’t stop fighting to give tribal and native communities the investments they deserve to fight coronavirus.
https://t.co/fZaidFJh4I",2020-04-21 00:11:01
2020-04-20 21:29:01,"KamalaHarris","This public health crisis has shone a light on the gross disparities that existed based on race and income, long before we ever heard the word “coronavirus.” It’s critical that HHS collect racial and ethnic data for coronavirus patients so we can better understand it. https://t.co/eMdhzMK68Z",2020-04-20 21:29:02
2020-04-20 20:20:03,"KamalaHarris","The Senate must pass my Marijuana Opportunity Act to legalize marijuana at the federal level and expunge non-violent marijuana-related offenses from the records of the millions who’ve been arrested or incarcerated. Too many lives have been ruined by these regressive policies.",2020-04-20 20:20:04
2020-04-20 17:33:12,"KamalaHarris","""She would stop what she was doing and tell me she loved me like 20x a day.""

Heartbroken for the Herbert family over their beautiful five-year-old Skylar.

We must keep fighting to ensure no other family has to endure the loss of a child to coronavirus.
https://t.co/EFLONduiBA",2020-04-20 17:33:13
2020-04-20 15:41:08,"KamalaHarris","This should have happened ages ago. Trump has hindered our nation’s efforts to combat coronavirus by failing to lead on testing from the very beginning.
https://t.co/qjIKBlPMtw",2020-04-20 15:41:09
2020-04-20 02:42:00,"KamalaHarris","The direction of the Supreme Court is on the ballot in November.",2020-04-20 02:42:01
2020-04-19 21:48:07,"KamalaHarris","Let’s speak truth: this pandemic further reinforces historic inequities, which have roots in slavery and Jim Crow laws, that remain persistent and profound to this very day.
https://t.co/TBTZEDuLkH",2020-04-19 21:48:08
2020-04-19 17:47:02,"KamalaHarris","Trump continues to deflect accountability at every turn to try to hide his failure to prepare for the pandemic.

It wasn’t the World Health Organization, governors, or the press who waited to act &amp; take this crisis seriously—the lack of leadership falls squarely on his shoulders.",2020-04-19 17:47:03
2020-04-19 13:32:00,"KamalaHarris","My VoteSafe Act would ensure no one would have to decide between their right to vote and their health.
https://t.co/y46QacA02R",2020-04-19 13:32:01
2020-04-19 01:19:00,"KamalaHarris","The federal government must follow California’s lead and open enrollment for the Affordable Care Act. Time to put aside partisan politics and give the millions of anxious and uninsured Americans peace of mind that they are protected during this public health crisis.",2020-04-19 01:19:01
2020-04-18 23:46:28,"KamalaHarris","Americans deserve a comprehensive solution to ensure that voting is safe and accessible. Add your name to show your support for the VoteSafe Act I introduced this week.
https://t.co/9DG6OYlpcr",2020-04-18 23:46:29
2020-04-18 20:55:51,"KamalaHarris","@Elpidophoros Wishing all Orthodox Christians a safe and happy Easter. May this day of resurrection be filled with light and love no matter where you are or how you’re celebrating.",2020-04-18 20:55:52
2020-04-18 17:36:00,"KamalaHarris","We cannot let minority-owned small businesses fall through the cracks of the Paycheck Protection Program. I joined my colleagues this week calling for data transparency on small business loans to make sure that people of color aren’t being shut out from help during a pandemic.",2020-04-18 17:36:01
2020-04-18 14:49:47,"KamalaHarris","Millions of Americans across our nation have bills to pay. They have families to feed. It’s outrageous their stimulus checks may be subject to private debt collection. I led my colleagues calling for this to end.
https://t.co/4v5vark13I",2020-04-18 14:49:48
2020-04-18 01:44:00,"KamalaHarris","Too many Black men have been racially profiled by law enforcement for wearing masks. @CoryBooker and I led a letter to Attorney General Barr today demanding bias training and guidance for all officers.
https://t.co/eNxBWsUJdq",2020-04-18 01:44:01
2020-04-17 23:28:00,"KamalaHarris","Safety should be top-of-mind for the November election. My VoteSafe Act would do just that and give grants for states to:

<U+2705>Expand curbside voting
<U+2705>Publish current wait times for voters
<U+2705>Provide pre-paid postage for mail-in ballots",2020-04-17 23:28:01
2020-04-17 21:27:01,"KamalaHarris","I’ve demanded the federal government collect data on coronavirus racial disparities to understand its full scope and form a racial disparities task force to close those inequalities. Resources to communities that have been hit hardest by the pandemic must be prioritized.",2020-04-17 21:27:02
2020-04-17 19:17:01,"KamalaHarris","There are two problems when it comes to Black maternal mortality: ongoing systematic disparities and implicit bias.

On the last day of Black Maternal Health Week, the urgency to pass the Black Maternal Health Momnibus and my Maternal CARE Act couldn’t be more clear.",2020-04-17 19:17:02
2020-04-17 18:01:01,"KamalaHarris","People have fought, bled, and died for our right to vote. Yesterday I introduced the VoteSafe Act to make sure our elections are more accessible and safe.
https://t.co/UxPo0BzGXf",2020-04-17 18:01:02
2020-04-17 15:02:01,"KamalaHarris","Trump abandoned the role of president of the United States.
https://t.co/eEvuZrOYbe",2020-04-17 15:02:02
2020-04-17 02:43:00,"KamalaHarris","Today I announced the VoteSafe Act. It includes:
<U+2192>$2.5 billion to expand vote-by-mail and early voting
<U+2192>$2.5 billion to improve safety of polling places
<U+2192>No-excuse mail-in absentee voting
<U+2192>At least 20 days of early voting 

Voting is a fundamental right. We must protect it.",2020-04-17 02:43:01
2020-04-16 23:54:00,"KamalaHarris","No voter should ever have to make the choice between staying healthy and casting their ballot. I urge Congress to swiftly pass my VoteSafe Act.
https://t.co/3um8vejK8C",2020-04-16 23:54:01
2020-04-16 22:08:01,"KamalaHarris","Thank you, Dr. @KizzyPhD, for leading the charge around the clock to develop a vaccine for coronavirus. The world owes you and your team a debt of gratitude. 
https://t.co/Zy1lN0qFvE",2020-04-16 22:08:02
2020-04-16 20:13:27,"KamalaHarris","Another 5.2 million filed unemployment claims last week. It’s more urgent than ever we suspend credit card interest fees and penalties, and implement recurring monthly payments. Americans are hurting and they need relief. Now.",2020-04-16 20:13:28
2020-04-16 19:02:02,"KamalaHarris","From voting rights to health disparities, this pandemic is an opportunity to restructure already broken systems that are now too pronounced to ignore. 
https://t.co/m4HtvrWEfS",2020-04-16 19:02:03
2020-04-16 16:59:21,"KamalaHarris","Today I announced the VoteSafe Act to ensure voting is safe and accessible during the coronavirus pandemic. No one should ever have to choose between their health and their fundamental right to vote. https://t.co/3mpmoqYPya",2020-04-16 16:59:22
2020-04-16 15:16:52,"KamalaHarris","I just announced a plan to ensure everyone is protected when they cast their ballot in November. Be the first to hear what this plan entails, coming up on @craigmelvin on @MSNBC next. 
https://t.co/VIO69aRIX4",2020-04-16 15:16:53
2020-04-16 15:00:38,"KamalaHarris","About to join @craigmelvin on @MSNBC to discuss the latest unemployment numbers and what we can do now to help families and small businesses. Be sure to tune in.",2020-04-16 15:00:39
2020-04-16 02:44:20,"KamalaHarris","Let's talk about this—the Trump administration needs to make it abundantly clear that debt collectors can’t take money from the checks going to millions in need. https://t.co/l0s0LvwLkh",2020-04-16 02:44:21
2020-04-15 21:47:01,"KamalaHarris","In the middle of a pandemic where we know air pollution is making people more vulnerable, this administration caved to polluters and disregarded the government's own scientists. It’s indefensible.
https://t.co/SkvjBd0vwP",2020-04-15 21:47:02
2020-04-15 20:02:01,"KamalaHarris","Reminder: Tax Day has been postponed until July 15, however, check with your state’s department of taxation for your state filing and payment deadlines.",2020-04-15 20:02:02
2020-04-15 17:17:02,"KamalaHarris","He’s blamed the World Health Organization.
He’s blamed governors.
He’s blamed the media.

The list goes on and on.

Trump—take responsibility and help Americans who are suffering and dying from your failures.",2020-04-15 17:17:03
2020-04-15 14:31:29,"KamalaHarris","Absolutely shameful. Trump is more obsessed with bolstering his brand than getting quick relief to Americans who are struggling to get by. 
https://t.co/J3s0Yyem7C",2020-04-15 14:31:30
2020-04-15 02:20:00,"KamalaHarris","@DrBiden Thank you, Dr. Biden, for sharing. We can’t let up the fight to address maternal mortality in America.",2020-04-15 02:20:01
2020-04-15 02:17:00,"KamalaHarris","We can’t let the tens of thousands of Americans who’ve died from coronavirus be reduced to just a number.

They were teachers, restaurant owners, nurses, and mothers who were loved dearly. A look at the lives of some of those we’ve lost.
https://t.co/FPqNX9V1ug",2020-04-15 02:17:01
2020-04-15 00:26:00,"KamalaHarris","I’m in D.C. right now focused on what we can do to help families and small businesses—not giant corporations. This includes:
<U+2192>Suspending credit card interest, fees, and penalties
<U+2192>Recurring monthly payments
<U+2192>Ban price gouging nationwide
<U+2192>Paid sick leave",2020-04-15 00:26:01
2020-04-14 21:48:00,"KamalaHarris","Since stay at home orders were enacted, officials have seen an uptick in domestic violence and child abuse reports. 

I joined my colleagues in calling for further funding for family violence shelters, the @ndvh, and tribal organizations that combat intimate partner violence. https://t.co/AXziYk2q4j",2020-04-14 21:48:01
2020-04-14 19:42:01,"KamalaHarris","Trump can’t have it both ways. Thankful that while there has been a crisis of leadership from the White House, governors have stepped up and taken the lead. 
https://t.co/VaqJAxblkM",2020-04-14 19:42:02
2020-04-14 17:52:00,"KamalaHarris","It could not be more clear: the future of the Supreme Court—and voting rights—is on the ballot in November. https://t.co/hyFlWm3YO1",2020-04-14 17:52:01
2020-04-14 16:35:10,"KamalaHarris","Ready to defeat Trump in November. https://t.co/8rwvIZdY4P",2020-04-14 16:35:11
2020-04-14 15:15:07,"KamalaHarris","This pandemic has shed light on something many of us have known: there are deep existing disparities in our country’s health care system, especially when it comes to the maternal health of Black women.

It's critical that we confront these realities with immediate solutions. https://t.co/n2i5nUuS7e",2020-04-14 15:15:08
2020-04-14 03:53:00,"KamalaHarris","Every single governor should follow his lead.
https://t.co/AYeGJLhpEd",2020-04-14 03:53:01
2020-04-14 01:28:51,"KamalaHarris","...total incompetence. The power, Mr. President, is with the people. https://t.co/GaQrg8md4G",2020-04-14 01:28:52
2020-04-13 23:49:30,"KamalaHarris","Add your name if you agree: we must suspend credit card interest, fees, and penalties until after this crisis is over.
https://t.co/hmoQxk3rJ4",2020-04-13 23:49:31
2020-04-13 20:06:01,"KamalaHarris","From the beginning of this pandemic Trump has tried to minimize and distract from the crisis at hand. 

It’s led to rationing of resources.
Reduced testing. 
More deaths.

Americans deserve better.",2020-04-13 20:06:02
2020-04-13 16:54:36,"KamalaHarris","Mayor @LondonBreed took extraordinary political heat for her swift action to combat coronavirus in San Francisco. Her leadership saved lives. 
https://t.co/TjydRUEys5",2020-04-13 16:54:37
2020-04-13 14:37:00,"KamalaHarris","At a time when Americans desperately need national leadership, this White House has failed.

<U+274C>Fewer than 10 retail drive-through testing sites in the entire country
<U+274C>No national screening website
<U+274C>Not enough tests
https://t.co/XM80uXwrrT",2020-04-13 14:37:01
2020-04-13 00:52:00,"KamalaHarris","Seven-year-old Cavanaugh Bell proves that no one is ever too young to be a leader.
https://t.co/pDkubhe3IS",2020-04-13 00:52:01
2020-04-12 19:39:00,"KamalaHarris","Today I’m thinking about the families across our nation who are having their first holiday without their uncle, their grandma, their dad, or other loved one because they lost them to coronavirus. May they be able to find strength and healing in community and love.",2020-04-12 19:39:01
2020-04-12 15:21:38,"KamalaHarris","A powerful message from Pope Francis this Easter morning. Let us use this moment in time to become a #BuilderOfChange, refocus on the common good, and put ""human life and dignity at the centre"" of all that we do<U+2192> https://t.co/3iFSgzhnkg",2020-04-12 15:21:39
2020-04-12 13:24:00,"KamalaHarris","Easter may be a little different this year than others, but I hope you get the chance to be virtually close to your loved ones today. Let us all remember that even when things seem dark, there is always reason for hope. https://t.co/oLyZ2HnIgi",2020-04-12 13:24:01
2020-04-12 01:25:02,"KamalaHarris","Another inexcusable proposal by the Trump administration. Many farm workers are already vastly underpaid and doing backbreaking work to put food on our tables. 

They deserve a raise—not a pay cut.
https://t.co/J0K2cCytqk",2020-04-12 01:25:03
2020-04-11 23:16:45,"KamalaHarris","Taking the Census is safe, confidential, and critical to ensuring our communities get the resources we need for things like public schools, Medicaid, and Head Start. Go to https://t.co/p84Gzk22Nk now to make sure you’re counted. https://t.co/SYc29NVoJ4",2020-04-11 23:16:46
2020-04-11 19:52:03,"KamalaHarris","Yesterday Trump said, ""We have masks. We have everything...We’re in great shape.""

Reality:
https://t.co/YSTkEzaAUa",2020-04-11 19:52:04
2020-04-11 14:59:09,"KamalaHarris","As Attorney General of CA, I fought price gouging during wildfires, and I’m proud to introduce a bill with @ewarren to make price gouging illegal nationwide. We have to do what we can to protect consumers against those who’d take advantage of a crisis like the coronavirus.",2020-04-11 14:59:10
2020-04-11 01:24:00,"KamalaHarris","“The other day, I got stopped in the subway and one of the passengers started screaming racial slurs at me. I was dressed in scrubs....”

Scrubs or no scrubs, this is not okay. We must speak out against attacks on Asian Americans and Asian immigrants.
https://t.co/qJ1nfhfBTe",2020-04-11 01:24:01
2020-04-10 23:19:01,"KamalaHarris","Coronavirus continues to amplify racial inequalities in our nation. No one should ever be criminalized for wearing a mask to protect their health.
https://t.co/83TXAR3vmv",2020-04-10 23:19:02
2020-04-10 21:07:00,"KamalaHarris","If you can, please consider giving to @theworkerslab Worker’s Fund, which gives assistance to underpaid workers who find themselves struggling to make ends meet during this pandemic. Your support will make a difference in the lives of thousands of workers<U+2192>https://t.co/O8BTkTLDCQ https://t.co/YzDmpVFGTh",2020-04-10 21:07:01
2020-04-10 19:45:05,"KamalaHarris","More than 16M Americans have filed for unemployment in the past three weeks.

Even when the paychecks stop coming, people still need to feed their families and pay the bills.

That’s why I called for the suspension of credit card fees, penalties, and interest. People need relief.",2020-04-10 19:45:06
2020-04-10 17:34:41,"KamalaHarris","Happy 90th birthday to my dear friend and iconic labor rights leader, @DoloresHuerta. Your commitment to fighting for farm worker and immigrant rights is truly an inspiration to us all. May your day be filled with the same warmth and grace that you bestow upon others. https://t.co/wTd2EdS1DG",2020-04-10 17:34:42
2020-04-10 16:02:02,"KamalaHarris","The fact the Trump administration tried to end federal support for coronavirus testing sites—just as many states across our nation are about to reach their peak—shows their staggering incompetence. 
https://t.co/GYdETAiIGo",2020-04-10 16:02:03
2020-04-10 14:50:06,"KamalaHarris","Thank you, @Diddy, for hosting this town hall last night. There's a lot at stake for our communities right now and it's critical we bring to the forefront how coronavirus is perpetuating racial inequality and health disparities.
https://t.co/mPFYcIhsFD",2020-04-10 14:50:07
2020-04-10 02:12:00,"KamalaHarris","I’ve fought for consumers all my life:
—Took on big banks committing credit-debt collection abuses, resulting in $50M in restitutions
—Secured $20B for CA homeowners during the foreclosure crisis
—Won $1.1B against Corinthian Colleges

I'll continue that fight during this crisis.",2020-04-10 02:12:01
2020-04-10 00:01:05,"KamalaHarris","Wanted to make sure you saw this powerful message of hope and encouragement from @GabbyGiffords. 

“I know the power of Americans standing together — not just to endure this, but to emerge from it stronger.”
https://t.co/lk4EBPaz7Z",2020-04-10 00:01:06
2020-04-09 23:11:12,"KamalaHarris","If the word icon ever meant anything it certainly applies to Phyllis Lyon. Phyllis and her partner Del Martin were true pioneers in the fight for lesbian and LGBTQ+ rights. I'm honored to have called them my friends. Their contributions will never be forgotten.",2020-04-09 23:11:13
